time,value
1508802346.0,1000.0
1508888746.0,907.005
1508902748.0,914.924999998
1508935056.0,909.15
1508935652.0,909.15
1508983039.0,943.076650506
1509070186.0,981.42
1509157748.0,959.041331416
1509245254.0,940.335
1509328112.0,1012.275
1509423633.0,1014.255
1509505853.0,1062.435
1509589731.0,1118.535
1509673936.0,1149.7266
1509774372.0,1177.19699336
1509848167.0,1219.02
1509850936.0,1213.0965
1509936071.0,1204.5
1510029932.0,1181.4
1510109921.0,1201.2
1510195834.0,1210.3938
